id,category_cluster
PG1513,"['Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Controls/UX', 'Story']"
PG1514,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Customer Support', 'Story']"
PG1515,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Story', 'Cinematics', 'Graphics']"
PG1516,"['Audio', 'Balance', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG1517,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Innovation', 'Performance', 'Story', 'Graphics']"
PG1518,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Story', 'Graphics']"
PG1519,"['Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Cinematics']"
PG1520,"['Balance', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story']"
PG1521,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1522,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1523,"['Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Monetization']"
PG1524,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Story', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Innovation', 'Cinematics', 'Graphics']"
PG1525,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story']"
PG1526,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Story']"
PG1527,"['Monetization', 'Gameplay', 'spaCy_noun', 'AI', 'Customer Support', 'Story', 'Graphics']"
PG1528,"['Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1529,"['Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1530,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Story', 'Graphics']"
PG1531,"['Audio', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Controls/UX', 'Customer Support', 'Story']"
PG1532,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1533,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Story']"
PG1534,"['Audio', 'Management', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1535,"['Community', 'Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG1536,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG1537,"['Gameplay', 'spaCy_noun']"
PG1538,"['Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Controls/UX', 'Story']"
PG1539,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1540,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1541,"['Audio', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG1542,"['Multiplayer', 'Management', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG1543,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1544,"['Audio', 'Story', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Innovation']"
PG1545,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story']"
PG1546,"['Audio', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Story']"
PG1547,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Story', 'Graphics']"
PG1548,"['Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG1549,"['Audio', 'Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG1550,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1551,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1552,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG1553,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1554,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story']"
PG1555,"['Community', 'Balance', 'Management', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Story', 'Cinematics']"
PG1556,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG1557,"['Community', 'Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1558,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1559,"['Balance', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Story', 'Graphics']"
PG1560,"['Audio', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1561,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'AI', 'Controls/UX', 'Story', 'Graphics']"
PG1562,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1563,"['Community', 'Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1564,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1565,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1566,"['Community', 'Audio', 'Balance', 'Management', 'Monetization', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Innovation', 'Cinematics', 'Graphics']"
PG1567,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Story', 'Graphics']"
PG1568,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1569,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1570,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1571,"['Gameplay', 'Audio', 'spaCy_noun', 'Progression']"
PG1572,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1573,"['Gameplay', 'spaCy_noun', 'Customer Support', 'Story', 'Graphics']"
PG1574,"['Balance', 'Management', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Story']"
PG1575,"['Balance', 'Management', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Story']"
PG1576,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1577,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Customer Support', 'Story']"
PG1578,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1579,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Story']"
PG1580,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Story', 'Graphics']"
PG1581,"['Audio', 'Balance', 'Management', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1582,"['Audio', 'Management', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1583,"['Audio', 'Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1584,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Controls/UX', 'Story']"
PG1585,"['Community', 'Audio', 'Balance', 'Management', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Performance', 'Customer Support', 'Story', 'Graphics']"
PG1586,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG1587,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1588,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Story', 'Graphics']"
PG1589,"['Audio', 'Balance', 'Management', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'AI', 'Progression', 'Business', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1590,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1591,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Cinematics', 'Graphics']"
PG1592,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG1593,"['Audio', 'Story', 'Gameplay', 'spaCy_noun', 'Replayability', 'AI', 'Progression', 'Monetization', 'Graphics']"
PG1594,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1595,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1596,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1597,"['Community', 'Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1598,"['Management', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Customer Support', 'Story', 'Graphics']"
PG1599,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Monetization']"
PG1600,"['Audio', 'Management', 'Story', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG1601,"['Audio', 'Management', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG1602,"['Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization']"
PG1603,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG1604,"['Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Story', 'Graphics']"
PG1605,"['Gameplay', 'AI', 'spaCy_noun', 'Balance']"
PG1606,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'Innovation', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1607,"['Story', 'Gameplay', 'Audio', 'spaCy_noun']"
PG1608,"['Replayability', 'Gameplay', 'Audio', 'spaCy_noun']"
PG1609,"['Audio', 'Management', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1610,"['Audio', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization']"
PG1611,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Customer Support', 'Story', 'Graphics']"
PG1612,"['Community', 'Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1613,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1614,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1615,"['Community', 'Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1616,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1617,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Replayability', 'Innovation', 'Progression', 'Story']"
PG1618,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1619,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Controls/UX', 'Story', 'Graphics']"
PG1620,"['Audio', 'Management', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1621,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG1622,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Cinematics']"
PG1623,"['Audio', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Monetization']"
PG1624,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Graphics']"
PG1625,"['Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1626,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1627,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1628,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1629,"['Audio', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG1630,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1631,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1632,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1633,"['Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG1634,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics']"
PG1635,"['Audio', 'Balance', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Monetization', 'Cinematics', 'Graphics']"
PG1636,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'spaCy_noun', 'Innovation', 'AI', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG1637,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Story', 'Cinematics', 'Graphics']"
PG1638,"['Audio', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG1639,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1640,"['Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1641,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Story', 'Graphics']"
PG1642,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1643,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1644,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1645,"['Gameplay', 'Balance', 'spaCy_noun']"
PG1646,"['Community', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Story', 'Cinematics', 'Graphics']"
PG1647,"['Audio', 'Management', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1648,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'AI', 'Business', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1649,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Story', 'Graphics']"
PG1650,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Progression', 'Story']"
PG1651,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1652,"['Audio', 'Balance', 'Management', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1653,"['Community', 'Audio', 'Balance', 'Management', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Innovation', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG1654,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Story', 'Cinematics']"
PG1655,"['Audio', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1656,"['Audio', 'Balance', 'Management', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Innovation', 'AI', 'Customer Support', 'Story', 'Cinematics']"
PG1657,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'AI', 'Story', 'Graphics']"
PG1658,"['Audio', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1659,"['Audio', 'Balance', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG1660,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'Progression', 'AI', 'Customer Support', 'Story', 'Graphics']"
PG1661,"['Story', 'Gameplay', 'spaCy_noun', 'Progression']"
PG1662,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'AI', 'Controls/UX', 'Story', 'Graphics']"
PG1663,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1664,"['Community', 'Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1665,"['Audio', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1666,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1667,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1668,"['Community', 'Audio', 'Balance', 'Management', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1669,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1670,"['Audio', 'Multiplayer', 'Management', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1671,"['Audio', 'Multiplayer', 'Management', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Story', 'Cinematics']"
PG1672,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1673,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1674,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG1675,"['Community', 'Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1676,"['Audio', 'Gameplay', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story']"
PG1677,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Cinematics', 'Graphics']"
PG1678,"['Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1679,"['Customer Support', 'Audio', 'Story', 'spaCy_noun']"
PG1680,"['Audio', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'Innovation', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1681,"['Community', 'Audio', 'DRM', 'AI', 'Controls/UX', 'Balance', 'Management', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'Innovation', 'Gameplay', 'Monetization', 'Graphics', 'Multiplayer', 'Modding', 'Customer Support', 'Story', 'Cinematics']"
PG1682,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'AI', 'Customer Support', 'Story', 'Graphics']"
PG1683,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Story', 'Graphics']"
PG1684,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'AI', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG1685,"['Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Customer Support', 'Story', 'Graphics']"
PG1686,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Customer Support', 'Story']"
PG1687,"['Gameplay', 'spaCy_noun', 'Graphics']"
PG1688,"['Community', 'Audio', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics']"
PG1689,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1690,"['Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1691,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'AI', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Cinematics', 'Graphics']"
PG1692,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'AI', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG1693,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Story', 'Graphics']"
