ID,Recommendation,Comment,Game Series
PS0700,Recommended,[R] really good fifa game,EA Sports FC
PS0701,Recommended,jyydyr7o,EA Sports FC
PS0702,Recommended,best,EA Sports FC
PS0703,Recommended,os fun,EA Sports FC
PS0704,Not Recommended,"[R] [R] poor optimization [R] [R] [R] crazy [R] [R] still need [R] download another useless launcher [R] [R] able [R] play [R] , [R] [R] [R] good [R] fun franchise overall [R] [R] [R] [R] consume [R] greed .",EA Sports FC
PS0705,Recommended,sigma,EA Sports FC
PS0706,Recommended,good,EA Sports FC
PS0707,Recommended,best [R] [R],EA Sports FC
PS0708,Not Recommended,"Player career , get injure [R] [R] [R] , lose manager rating due [R] poor performance . well [R] course , [R] ca nt play . wtf [R] [R] . [R] get lose rating [R] [R] point , [R] halfway , [R] [R] lose [R] [R] point [R] [R] put [R] [R] reserve . WTF",EA Sports FC
PS0709,Recommended,"Very enjoy , [R] game [R] [R] must [R] [R] [R] sport games [R] get [R] new version instead [R] [R] [R] way more realistic .",EA Sports FC
PS0710,Not Recommended,Stutters [R] [R] 6600XT [R] 1080p . Gameplay [R] [R] same [R] [R] decade ago .,EA Sports FC
PS0711,Not Recommended,bad game,EA Sports FC
PS0712,Recommended,[R] fun,EA Sports FC
PS0713,Recommended,[R] best part [R] [R] game [R] [R] [R] [R] [R] human trafficking,EA Sports FC
PS0714,Not Recommended,"[R] [R] not believe [R] [R] 2025 [R] [R] deal [R] [R] game [R] [R] [R] fail launcher . [R] [R] first get [R] game [R] would take 23 tries [R] start most [R] [R] time [R] launcher would [R] close without start [R] game . [R] get progressively bad [R] today [R] try [R] start [R] [R] 20 times without success . Followed [R] internet guide [R] lot [R] people [R] similar issues [R] clear [R] cache files , repair [R] ea anticheat [R] , [R] [R] work . [R] [R] not [R] [R] [R] [R] [R] [R] , [R] [R] not 1999 . [R] [R] [R] 200 steam games work fine , [R] [R] [R] wrong [R] [R] machine . [R] waste half [R] hour [R] [R] [R] decide [R] cancel [R] EA subscription [R] remove [R] game . [R] [R] [R] game [R] [R] [R] few times [R] [R] [R] able [R] play [R] review [R] [R] 610 . Looks good , play good , [R] [R] sluggish menus [R] [R] game start [R] [R] lack [R] teamscountries [R] quite [R] disappointment . [R] would [R] keep [R] subscription [R] [R] game [R] launch .",EA Sports FC
PS0715,Recommended,Product receive [R] free very good,EA Sports FC
PS0716,Not Recommended,mid,EA Sports FC
PS0717,Recommended,ok,EA Sports FC
PS0718,Recommended,good,EA Sports FC
PS0719,Recommended,,EA Sports FC
PS0720,Not Recommended,[R] [R] game,EA Sports FC
PS0721,Recommended,gg,EA Sports FC
PS0722,Recommended,jos,EA Sports FC
PS0723,Recommended,good gme,EA Sports FC
PS0724,Recommended,zxd,EA Sports FC
PS0725,Recommended,waddawedawdawdawdawd,EA Sports FC
PS0726,Recommended,jogo,EA Sports FC
PS0727,Recommended,K,EA Sports FC
PS0728,Recommended,good,EA Sports FC
PS0729,Recommended,good game,EA Sports FC
PS0730,Recommended,laba spele nedirs,EA Sports FC
PS0731,Recommended,ItsGood [R],EA Sports FC
PS0732,Recommended,ok,EA Sports FC
PS0733,Recommended,nice,EA Sports FC
PS0734,Recommended,Same game every year [R] [R] probably go [R] play [R],EA Sports FC
PS0735,Recommended,[R] [R] [R] [R] game,EA Sports FC
PS0736,Not Recommended,cc,EA Sports FC
PS0737,Recommended,ping issue,EA Sports FC
PS0738,Recommended,every [R] perfect,EA Sports FC
PS0739,Not Recommended,Laggy [R] Crashes [R] lot,EA Sports FC
PS0740,Recommended,great game [R] [R] EA [R] GREAT GREAT Game,EA Sports FC
PS0741,Recommended,Yes,EA Sports FC
PS0742,Recommended,funck [R] EA .,EA Sports FC
PS0743,Not Recommended,[R] [R] f.ck [R] [R] hard [R] [R] [R] login [R] shi man,EA Sports FC
PS0744,Recommended,deeez nutz [R] ur hairy balls,EA Sports FC
PS0745,Recommended,gooooooooooooood,EA Sports FC
PS0746,Recommended,addict af [R] spend play,EA Sports FC
PS0747,Recommended,"Full [R] bugs , [R] alwaysGoals [R] script , [R] alwaysReferees [R] blind , [R] alwaysCareer Mode [R] neglect , [R] alwaysUltimate Team [R] paytowin , [R] alwaysPlayer faces [R] hit [R] miss , [R] alwaysServers [R] [R] , [R] alwaysDefenders turn [R] traffic cones , [R] alwaysKeepers [R] gods [R] ghosts , [R] alwaysCutscenes unskippable [R] [R] [R] [R] [R] hurry , [R] alwaysVAR ? [R] , [R] weird offside calls ? [R] course , [R] alwaysCelebrations take long [R] actual matches , [R] alwaysPlayers trip [R] invisible objects , [R] alwaysAnd yet well [R] buy FIFA 25 , [R] always .",EA Sports FC
PS0748,Recommended,gamenya sangat mengasyikan,EA Sports FC
PS0749,Recommended,[R] [R] [R] !,EA Sports FC
PS0750,Recommended,[R] [R] [R] game,EA Sports FC
PS0751,Not Recommended,...,EA Sports FC
PS0752,Not Recommended,"[R] [R] [R] bad , most pathetic dumpster fire game ever [R] [R] [R] developer . [R] every aspect . Game play [R] slow [R] clunky no matter [R] [R] [R] [R] [R] sliders . [R] players ca nt sprint . [R] [R] [R] [R] game completely ignore [R] sprint input more [R] half [R] time . [R] [R] difficulty increase [R] oppose AI [R] not get good , [R] OWN TEAM GETS WORSE . More [R] more passes get misplace , more tackles get miss [R] position end [R] look [R] [R] squad [R] lazy kids [R] [R] never kick [R] football [R] [R] life . Also [R] UI [R] terrible unorganized redundant puddle [R] cat piss . [R] bar [R] FC 24 [R] already low , [R] somehow [R] installment [R] bad [R] every single aspect .",EA Sports FC
PS0753,Not Recommended,[R] game [R] not worth [R] 5,EA Sports FC
PS0754,Not Recommended,gay,EA Sports FC
PS0755,Recommended,skibidi,EA Sports FC
PS0756,Not Recommended,bad game . feel [R] [R] [R] make [R] 5p,EA Sports FC
PS0757,Recommended,open game [R] [R] first timeplay career mode [R] 10hrsbroken toe injuiry,EA Sports FC
PS0758,Not Recommended,Input delay . Scripts . P2W.EA Servers [R] .,EA Sports FC
PS0759,Not Recommended,[R] lot [R] bugs make [R] feel [R] [R] unfinished game . [R] [R] [R] bad FIFA game [R] [R] ever play .,EA Sports FC
PS0760,Not Recommended,SA IMI BAG PULA [R] FIFA UL VOSTRU CA NICI FIFA NU MAI E CU GAMEPLAY UL VOSTRU SI SERVERELE VOASTRE SA VA ARDA MATELE CAND MANCATI SI SA VA CACATI SANGE SA NU VI SE MAI SCOALE PULA DIMINEATA,EA Sports FC
PS0761,Not Recommended,"Product refund Bought [R] , download [R] , play [R] , refund [R] , [R] within [R] hour . [R] [R] [R] no different [R] EAFC 24 . [R] [R] buggy , laggy [R] glitchy , [R] hallmarks [R] [R] FIFA franchise [R] PC . [R] [R] `` new `` features [R] career mode [R] not [R] [R] , [R] reskins essentially . [R] not [R] fool [R] [R] flashy videos autoplaying , [R] [R] not [R] good [R] [R] . [R] N'T BUY [R] .",EA Sports FC
PS0762,Not Recommended,           ,EA Sports FC
PS0763,Recommended,[R],EA Sports FC
PS0764,Not Recommended,"WORST GAME [R] [R] TIME [R] [R] PAST 10002948 YEARS . [R] CAVEMEN BACK [R] SINCE [R] LAST GOOD EA SPORTS GAME COULD [R] MADE [R] BETTER GAME DESIGN [R] STRUCTURE [R] STICKS [R] STONES [R] [R] BRAIDED NUT HAIRS [R] [R] GROUP [R] UNINTELLIGENT RTADS [R] [R] [R] BUDGET [R] [R] [R] BILLION DOLLARS [R] YEAR . [R] GAME CONTINUES [R] MAKE [R] QUESTION LIFE [R] [R] ABILITY [R] [R] MORONIC , BLUE HAIRED , FAT , GREASY , OGRE , BIAS , SELFISH , LAZY , BLIND , DEAF , BRAIN DEAD , WHELCHAIR VGETABLES [R] CONTINUE [R] PUT [R] SAME GARBAGE PIECE [R] SHT GAME [R] [R] YEAR . [R] [R] [R] TAKING EVERY ONE [R] [R] 8 EMPLOYEES [R] COURT [R] SUE [R] DEGENERATE AE [R] MILLION [R] PAYDAY ! ! . [R] [R] OTHERS WORDS [R] GREATLY DETAILED PARAGRAPHS [R] WRITE [R] [R] FELT [R] THOUGH [R] [R] [R] DESCRIPTIVE , [R] KNEW [R] WOULD GET BANNED [R] EVEN RECEIVE JAIL TIME",EA Sports FC
PS0765,Not Recommended,[R] [R] 100 hours [R] [R] game . [R] [R] game . [R] [R] [R] know [R] [R] [R] [R] handicap [R] [R] game [R] [R] [R] [R] say [R] [R] experience [R] [R] [R] [R] [R] [R] online season division 1 [R] [R] also saw [R] opponents [R] handicap [R] also [R] [R] few matches [R] [R] handicap [R] [R] [R] terrible [R] [R] [R] play [R] [R] [R] [R] [R] systemgame determine [R] [R] game [R] [R] [R] [R] play [R] . Pay attention [R] may not win [R] often [R] [R] may not lose [R] often . [R] [R] [R] [R] script [R] [R] game works . Theres dda [R] FC25 100and [R] [R] FUT game mode [R] [R] already [R] players [R] know [R] [R] really mean `` loot cards `` money grab system .,EA Sports FC
PS0766,Not Recommended,Game not accessible . Servers [R] [R] [R] therefore [R] [R] not use [R] [R] pay full price [R] . [R] [R] [R] not worth [R] purchase due [R] [R] technical issues [R] [R] game .,EA Sports FC
PS0767,Not Recommended,Classic eafifa buggedshit [R] always say [R] [R] not buy game next years [R] [R] still buy [R],EA Sports FC
PS0768,Not Recommended,24 [R] [R] lot good,EA Sports FC
PS0769,Recommended,"[R] [R] press [R] [R] expect [R] cross [R] [R] box , [R] [R] [R] [R] [R] [R] run [R] ball [R] [R] play 1010 ea [R] wonders",EA Sports FC
PS0770,Recommended,10x good [R] fc24,EA Sports FC
PS0771,Not Recommended,"Product refund Added [R] match intros [R] manager career mode , [R] not [R] player career mode ? EA [R] never make [R] sense [R] [R] logic always manage [R] annoy almost [R]",EA Sports FC
PS0772,Recommended,mue steaua,EA Sports FC
PS0773,Recommended,[R] game [R] [R] amazing [R] imaculate [R] [R] want [R] ijaculate,EA Sports FC
PS0774,Recommended,NO MORE GLITCH,EA Sports FC
PS0775,Recommended,[R] [R] [R] [R] amazing game ! [R] [R] buy [R] ! pls give mbappe EA [R] [R] [R] real madrid team pls help,EA Sports FC
PS0776,Not Recommended,game anjinggg stick terusss ! !,EA Sports FC
PS0777,Not Recommended,game kntl,EA Sports FC
PS0778,Recommended,1,EA Sports FC
PS0779,Recommended,El mismo FIFA de todos los aos .,EA Sports FC
PS0780,Not Recommended,"[R] [R] [R] look [R] [R] game [R] [R] break , please buy [R] game . [R] [R] obvious [R] whoever [R] behind [R] creation [R] [R] game [R] [R] sort [R] cognitive impairment . [R] franchise [R] exist [R] atleast 25 years , [R] [R] still [R] not make [R] bugfree . Crashes , errors , long loading screens [R] lags [R] [R] [R] [R] would expect [R] [R] game [R] [R] pay 100 euros [R] . Perfect [R] [R] [R] [R] miss [R] [R] [R] pain [R] getting belt [R] [R] father . Shameless company .",EA Sports FC
PS0781,Not Recommended,"[R] Good Inside [R] match [R] [R] gameplay [R] not bad , [R] `` simulation `` sliders make [R] [R] bit more realistic [R] [R] way [R] players feel [R] play feel more accurate [R] reality . [R] Bad [R] menu [R] [R] [R] UI [R] not good [R] comfortable , specially [R] career mode [R] new menu [R] tactics area take [R] long time [R] get use [R] [R] [R] still complicated , [R] remove [R] adjust position option [R] [R] think [R] absurd . Also , [R] music [R] bad , probably [R] bad soundtrack [R] [R] ever get . [R] Ugly [R] [R] still [R] abuse [R] scripting . Fans [R] [R] ask EA [R] years [R] remove [R] [R] not only [R] [R] not remove [R] , [R] double [R] . [R] [R] [R] [R] [R] [R] against [R] [R] `` suppose `` [R] `` mean [R] `` happen , [R] [R] terrible . [R] [R] [R] bugs still , one [R] [R] [R] [R] Rush games [R] career , [R] [R] [R] chance [R] controller disconnect , [R] [R] [R] [R] quit [R] game . [R] bad [R] [R] [R] game [R] [R] lack [R] international teams ... [R] not even enough national teams [R] [R] world cup , lol , [R] could not even give us measly 32 teams . please fix [R] [R] [R] game [R] [R] update . [R] would not recommend [R] game !",EA Sports FC
PS0782,Recommended,[R] game [R] ass,EA Sports FC
PS0783,Recommended,.,EA Sports FC
PS0784,Not Recommended,"Hi guys , [R] [R] buy [R] ultimate fc25 version few days ago , nut [R] [R] not receive [R] redeem code , ! ! ! ? ? ? ?",EA Sports FC
PS0785,Not Recommended,ehhhhhh [R] meaaannn ...,EA Sports FC
PS0786,Not Recommended,[R] buy FIFA 20 [R] 25 . [R] far [R] [R] [R] most disgusting gameplay [R] [R] ever see . [R] kinds [R] wierd things [R] [R] see [R] [R] single match . Please [R] not buy [R] even [R] [R] [R] 1 dollar .,EA Sports FC
PS0787,Not Recommended,"Waaaaaayyyy [R] [R] laggs . Terribly optimize [R] PC . Unfortunately [R] [R] refund [R] game , [R] [R] unplayable .",EA Sports FC
PS0788,Not Recommended,bad edition ever,EA Sports FC
PS0789,Not Recommended,[R] HATE [R] GAME,EA Sports FC
PS0790,Not Recommended,"Got ithis game [R] [R] small price [R] 8.4 , [R] [R] bundle wth [R] previous game , [R] [R] already own [R] [R] . [R] game [R] definitely worth [R] [R] [R] price , however , not [R] [R] full price [R] 70 , probably not even [R] current sale price [R] 28 .",EA Sports FC
PS0791,Not Recommended,"[R] buy [R] game [R] sale 50 [R] play [R] favorite club [R] 20242025 squads [R] Career Mode . [R] [R] also try Ultimate Team [R] [R] bit , [R] [R] [R] [R] [R] [R] old games . [R] [R] past , [R] [R] play FIFA ' 13 [R] ' 16 [R] FIFA ' 18 [R] ' 23.This [R] [R] far , [R] bad EA FIFA game [R] [R] ever play . First [R] [R] [R] create [R] Career Mode save [R] [R] half [R] season , [R] game continue [R] crash constantly 100 crashrate [R] [R] try [R] open [R] save game . [R] try various suggestions [R] solve [R] issue [R] , [R] [R] help . Multiple people complain [R] [R] EA forums already , EA [R] [R] [R] more [R] publish [R] still nonworking patch . Thus [R] beloved save game [R] lose [R] [R] [R] start anew due [R] [R] game [R] fundamentally bug [R] break . [R] note [R] [R] career mode [R] [R] [R] work [R] layout [R] [R] whole menu [R] absolutly terrible . [R] [R] [R] look [R] [R] transfer budget every time [R] [R] extra menu [R] go [R] [R] kind [R] negotiation . [R] [R] multiple clicks requiered [R] even see [R] team [R] transfers [R] [R] [R] key element . [R] [R] not change [R] position [R] [R] formation e.g . push [R] CM [R] bit forward , make space [R] [R] CAM [R] [R] 433 [R] [R] [R] not change [R] players positon , [R] least without wait 23 years [R] game time e.g . make [R] CM [R] [R] CDM . [R] [R] not adjust [R] monthly budget [R] [R] transferbudget [R] vice versa . [R] [R] not continue [R] career [R] [R] stupid board goals e.g . [R] 2 . Bundesliga team , buy two players [R] North America , otherwise get fire , even [R] win every game ? ? ? . [R] [R] not even see [R] calender without min . 34 menu clicks . Summed [R] [R] Career Mode feel incredibly clunky , outdated [R] cheaply make . Packing [R] Hiding essential information behind [R] horrible menu [R] [R] [R] no control [R] [R] own team [R] terms [R] positioning [R] longterm goals . Worst career mode ever play . Gameplay FUT Gameplay work kind [R] [R] , depend always [R] [R] [R] [R] [R] [R] physics [R] not . [R] [R] [R] pretty average player skillwise , thus [R] [R] not really push [R] game [R] [R] tricky physics [R] [R] work [R] . [R] 100 games , [R] [R] not encounter massive physics bugs exclude minor flaws [R] [R] [R] every FIFA game . FUT work [R] , [R] [R] become [R] horrific capitalist money - focused [R] [R] disgust [R] [R] see [R] [R] [R] push [R] buy new cards . Personal opinion [R] FUT , [R] no real rating [R] [R] . [R] [R] [R] [R] not buy [R] game , [R] [R] rip [R] , [R] fundamentally [R] not work [R] come [R] very cheaply make .",EA Sports FC
PS0792,Recommended,"[R] enjoy [R] game [R] [R] not recommend [R] [R] others [R] [R] , stay away , trust [R] .",EA Sports FC
PS0793,Not Recommended,ass,EA Sports FC
PS0794,Not Recommended,DONT BUY [R] GAMEDONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME DONT BUY [R] GAME rating 10100,EA Sports FC
PS0795,Not Recommended,[R] [R] bad game [R] allways,EA Sports FC
PS0796,Not Recommended,"Full [R] crashes [R] errors , [R] [R] stomps [R] bugs [R] u must restart [R] game inorder [R] [R] able [R] play [R] . HIGHLY NOT RECOMMENDED",EA Sports FC
PS0797,Not Recommended,Product refund Awful . Football games [R] dead,EA Sports FC
PS0798,Not Recommended,15 hours [R] [R] [R] already [R] 2 controllers,EA Sports FC
PS0799,Not Recommended,[R] bad,EA Sports FC
PS0800,Not Recommended,no justno,EA Sports FC
PS0801,Not Recommended,BUGGY FRICKIN MESS,EA Sports FC
PS0802,Recommended,Product receive [R] free ass game .,EA Sports FC
PS0803,Not Recommended,game,EA Sports FC
PS0804,Not Recommended,[R] ea app [R] [R] bad launcher,EA Sports FC
PS0805,Not Recommended,very hard [R] defend,EA Sports FC
PS0806,Recommended,good,EA Sports FC
PS0807,Not Recommended,"Product receive [R] free [R] GAME [R] UNPLAYABLE , [R] 41 HOURS [R] [R] GAME [R] [R] [R] TOLERATING [R] SSHOW [R] [R] PLAY [R] [R] CONSOLE FRIENDS , [R] CLUBS MODE [R] [R] BAD [R] BUGGY [R] 'D [R] BETTER [R] PLAYING eFootball no [R] [R] not sarcasm SINCE RELEASE [R] SAME BUG [R] STILL PRESENT DESPITE [R] COMPLAINTS [R] GAZILLION PLAYERSIN 20242025 [R] [R] [R] CLOSE [R] OPEN [R] GAME [R] [R] [R] [R] QUEUE ANOTHER MATCH , ABSOLUTE ROBBERY . [R] [R] [R] thankful [R] sad [R] [R] friend gift [R] [R] game despite tell [R] [R] wait [R] [R] next one cuz [R] predict [R] madness , cuz [R] would [R] [R] mad [R] [R] give [R] money away [R] [R] unplayable piece [R] [R] software [R] take 100 GB [R] [R] storageand [R] not get [R] start [R] [R] gameplay , performance cuz [R] [R] still [R] weak point since FIFA22",EA Sports FC
PS0808,Not Recommended,"[R] game crash [R] lot [R] play , [R] [R] very annoying , [R] [R] games [R] play [R] lose [R] [R] [R] stages jump [R] [R] [R] crash [R] [R] middle [R] [R] game .",EA Sports FC
PS0809,Not Recommended,"Still [R] bad servers know [R] man . [R] [R] still [R] mud sim , [R] [R] [R] boots [R] [R] [R] patch . [R] not waste [R] time [R] money .",EA Sports FC
PS0810,Not Recommended,keep crash [R] nevidia rtx 4060 [R] screen display 240 f [R] 32 ram [R] [R] possible ? ? ? ?,EA Sports FC
PS0811,Not Recommended,game,EA Sports FC
PS0812,Not Recommended,no,EA Sports FC
PS0813,Not Recommended,dd,EA Sports FC
PS0814,Recommended,"[R] [R] [R] [R] [R] bug [R] not , [R] [R] [R] play rivals , [R] controller [R] not work . [R] only work [R] [R] play vs ai .",EA Sports FC
PS0815,Not Recommended,,EA Sports FC
PS0816,Recommended,"[R] [R] [R] eafc 24 [R] [R] [R] . Tactics [R] games [R] way more realistic . Playstyles [R] update . [R] [R] [R] [R] [R] polished version [R] eafc 24 , [R] [R] [R] fact [R] [R] improve [R] gameplay quite [R] lot .",EA Sports FC
PS0817,Recommended,"Very good game , [R] make [R] understand [R] [R] hate [R] [R] need [R] show more love [R] self respect [R] [R] [R] not play [R] , more easy [R] [R] docVERY RECOMMENDED",EA Sports FC
PS0818,Recommended,good,EA Sports FC
PS0819,Recommended,"Very fun game , fun [R] open packs [R] get [R] good playable card .",EA Sports FC
PS0820,Recommended,[R] game [R] [R] great game,EA Sports FC
PS0821,Recommended,w,EA Sports FC
PS0822,Not Recommended,Bir alternatif olmad [R] futbol oynama tutkunuz olduu srece bu tutkuyu smren bir oyun olduu kesin . Ben ite tam bu sebeple alyorum ama tavsiye ediyor muyum hayr,EA Sports FC
PS0823,Recommended,ydctydfyitf,EA Sports FC
PS0824,Not Recommended,Whenever [R] play [R] game [R] want [R] jump [R] [R] cliff,EA Sports FC
PS0825,Recommended,[R] [R] fc 25,EA Sports FC
PS0826,Recommended,love [R],EA Sports FC
PS0827,Recommended,[R] great !,EA Sports FC
PS0828,Recommended,very good game,EA Sports FC
PS0829,Recommended,rage,EA Sports FC
PS0830,Recommended,[R] good,EA Sports FC
PS0831,Recommended,"[R] gameplay [R] improve somewhat compare [R] FC 24 , [R] [R] [R] [R] slider simulation setting . However , [R] encounter [R] bugs [R] [R] match [R] also unresponsive movement [R] menu selection . Hopefully , [R] [R] [R] fix quickly .",EA Sports FC
PS0832,Recommended,ea sport [R] [R] da game,EA Sports FC
PS0833,Recommended,,EA Sports FC
PS0834,Recommended,[R] game [R] completely fine [R] [R] not bugs [R] lag,EA Sports FC
PS0835,Recommended,best fifa yet !,EA Sports FC
PS0836,Recommended,"Great [R] Play [R] , [R] Optimized [R] Game [R] PC [R] !",EA Sports FC
PS0837,Recommended,,EA Sports FC
PS0838,Recommended,no,EA Sports FC
PS0839,Recommended,great game,EA Sports FC
PS0840,Not Recommended,Product refund [R] [R] nt want [R] load [R] [R] [R] [R] stick [R] [R] fc 25 logo screen,EA Sports FC
PS0841,Recommended,Likes . [R] recommend .,EA Sports FC
PS0842,Not Recommended,Game [R] break,EA Sports FC
PS0843,Recommended,YA EAAAAAAAAAAAAAAAAAAAAAAAA,EA Sports FC
PS0844,Not Recommended,"[R] far [R] bad game [R] [R] time , [R] [R] [R] disgusted [R] play [R] , never [R] [R] life felt [R] [R] [R] fifa , bad game [R] [R] time [R] miles , ea sport [R] really hope 911 happen [R] [R] one [R] [R] headquarters",EA Sports FC
PS0845,Recommended,ssss,EA Sports FC
PS0846,Recommended,321564897,EA Sports FC
PS0847,Recommended,no volta,EA Sports FC
PS0848,Recommended,"Hej alle mine venner idag vil jeg snakke lidt om hvordan du [R] penge kan kbe smerte . Det er meget simpelt bare kb dette [R] spil . Tro mig du skal nok mrke smerter efter f sekunder [R] det [R] du kan swipe mors credit kort [R] [R] ha en chance imod alle de sm dorito elskede brn p dette spil . N og god dag til jer ha det sjovt med dette spil ,",EA Sports FC
PS0849,Recommended,"Dear EA Production Developer Games Team , [R] [R] [R] big fan [R] EA games , [R] [R] would [R] [R] express [R] concern [R] make [R] suggestion . EA Sports FC 25 [R] [R] successors [R] support [R] [R] 8 players [R] local cooperative mode . [R] feature [R] essential [R] [R] [R] play [R] friends [R] family , provide [R] more complete [R] enjoyable experience . [R] would [R] [R] point [R] [R] previous versions , [R] [R] [R] available [R] [R] PlayStation 3 , allow support [R] [R] [R] 7 local players . Currently , Xbox Series SX consoles [R] support [R] [R] 8 controllers , [R] [R] game [R] limit [R] only 4 local players . [R] restriction reduce [R] fun [R] possibilities [R] [R] [R] prefer local multiplayer . Moreover , [R] football game [R] Konami already support [R] functionality . [R] [R] want [R] play [R] [R] friends [R] families , [R] [R] force [R] choose Konami [R] game instead [R] EA [R] due [R] [R] limitation . [R] consider local multiplayer one [R] [R] most important elements [R] bring people together [R] create memorable moments . [R] hope [R] request [R] [R] consider [R] future updates [R] versions [R] [R] game . Thank [R] .",EA Sports FC
PS0850,Recommended,[R] [R] not exactly understand [R] fifa [R] fc games [R] always hat [R] . sense [R] [R] [R] little kid [R] [R] always [R] hat [R] [R] [R] [R] [R] [R] great time [R] [R] game [R] [R] [R] fifa [R] fc games [R] [R] play . unfortunately [R] game suffer [R] [R] [R] ea game [R] [R] times [R] [R] [R] monetize [R] [R] [R] pain [R] [R] ass [R] get run . [R] [R] [R] [R] [R] go [R] [R] game properties [R] select run [R] admin [R] [R] go [R] [R] files [R] select run [R] administrator [R] [R] trail file [R] get [R] game run . plus [R] [R] stutter issues [R] [R] [R] [R] use full power [R] [R] nvidia control panel . 35 [R] [R] [R] [R] [R] issues,EA Sports FC
PS0851,Recommended,"[R] [R] [R] release [R] same game [R] [R] previous year [R] still [R] never fully complete ... pass [R] [R] joke , green time shots mean [R] , [R] [R] pro clubs AI [R] [R] joke ... [R] [R] [R] still [R] [R] idiot [R] spend 60 [R] year [R] [R] unfinished BS",EA Sports FC
PS0852,Recommended,goodgame,EA Sports FC
PS0853,Recommended,bestttt ! ! ! ! !,EA Sports FC
PS0854,Recommended,good game,EA Sports FC
PS0855,Recommended,Top class,EA Sports FC
PS0856,Recommended,Great game !,EA Sports FC
PS0857,Recommended,awesome,EA Sports FC
PS0858,Not Recommended,game,EA Sports FC
PS0859,Recommended,Peenar,EA Sports FC
PS0860,Recommended,w ana nmout al tofla el banyata ah ya nana ya nana,EA Sports FC
PS0861,Recommended,"[R] FC 25 deliver exceptional performance [R] stand [R] [R] [R] reliable , premiumquality product . [R] innovative features , impressive durability , [R] userfriendly design make [R] [R] excellent choice [R] [R] seek optimal results . Whether [R] [R] prioritize efficiency , convenience , [R] [R] balance [R] [R] , [R] FC 25 exceed expectations [R] provide great value [R] [R] investment . [R] highly recommend [R] [R] [R] look [R] [R] dependable solution [R] truly deliver",EA Sports FC
PS0862,Recommended,[R] [R] [R] life [R],EA Sports FC
PS0863,Recommended,[R] game [R] honestly really good [R] [R] [R] bugs [R] fix [R] would [R] [R] one [R] [R] best games ever .,EA Sports FC
PS0864,Recommended,"[R] really think [R] game [R] great . [R] [R] 90 [R] reach [R] end [R] [R] life [R] [R] [R] [R] jerk [R] [R] [R] womens players . [R] [R] assume [R] [R] [R] [R] add [R] , not sure [R] else .",EA Sports FC
PS0865,Recommended,Product receive [R] free good,EA Sports FC
PS0866,Recommended,very fun [R] interactive,EA Sports FC
PS0867,Recommended,monkey,EA Sports FC
PS0868,Recommended,"[R] [R] most horrific game [R] play every single year , [R] [R] still play [R] [R] , football innit [R] good [R] [R] [R] garbage [R] [R] , [R] horribly P2W [R] toxic [R] , [R] [R] [R] tolerate [R] [R] [R] [R] [R] community EA strive [R] create .",EA Sports FC
PS0869,Not Recommended,"[R] bad menu [R] performance [R] [R] game [R] [R] ever see . Every time [R] enter [R] menu , [R] freeze [R] [R] [R] [R] [R] game [R] crack . [R] freeze [R] [R] [R] [R] [R] [R] system , [R] [R] [R] problem [R] [R] game [R] [R] [R] [R] [R] close [R] game [R] restart [R] , [R] [R] really unfortunate .",EA Sports FC
PS0870,Not Recommended,[R] un playable [R] [R] less [R] 20 hours [R] [R] amount [R] bugs [R] find [R] [R] crazy [R] [R] EA release [R] same game every year [R] [R] come [R] bugs [R] gameplay [R] progress [R] get reset [R] delete [R] [R] [R] companion app [R] break,EA Sports FC
PS0871,Recommended,"FC 25 [R] [R] outstanding football game [R] immerse players [R] soccer [R] realistic graphics [R] engage gameplay . [R] offer various modes [R] club management , match strategy , [R] tournament competition . [R] advanced AI make [R] game unique [R] challenging , [R] [R] multiplayer feature let [R] invite friends [R] showcase [R] skills . [R] [R] exciting [R] authentic football experience , FC 25 [R] [R] musttry !",EA Sports FC
PS0872,Recommended,[R] game kind [R] funny,EA Sports FC
PS0873,Not Recommended,ass game,EA Sports FC
PS0874,Recommended,god,EA Sports FC
PS0875,Not Recommended,"[R] gameplay [R] great [R] even [R] [R] [R] bugs [R] funny [R] [R] [R] [R] casual play . [R] [R] pc port ride [R] crashes , control issues [R] [R] 70 price tag ....... [R] [R] [R] NOT [R] [R] RECONNECT OPTION [R] ONLINE PLAY",EA Sports FC
PS0876,Recommended,Product receive [R] free amazing,EA Sports FC
PS0877,Not Recommended,[R] bad,EA Sports FC
PS0878,Not Recommended,Buns,EA Sports FC
PS0879,Recommended,beautiful game,EA Sports FC
PS0880,Not Recommended,"without mods , [R] [R] [R] bad game [R] [R] time.with mods , [R] [R] [R] second bad game [R] [R] time .",EA Sports FC
PS0881,Not Recommended,EA [R] take [R] phrase `` bare minimum `` [R] heart [R] [R] FC franchise [R] recent years . [R] game [R] always [R] [R] level [R] fun [R] [R] [R] [R] [R] football game [R] unless [R] get [R] game [R] sale [R] not bother get [R] .,EA Sports FC
PS0882,Not Recommended,game,EA Sports FC
PS0883,Not Recommended,......,EA Sports FC
PS0884,Recommended,Well [R] FIFA,EA Sports FC
PS0885,Not Recommended,no,EA Sports FC
PS0886,Recommended,nice game,EA Sports FC
